TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
DEN,01/03/2018,DEN vs. PHX,W,240,134,51,82,62.2,12,27,44.4,20,22,90.9,8,40,48,35,8,9,20,16,23
DEN,12/30/2017,DEN vs. PHI,L,240,102,35,87,40.2,7,32,21.9,25,34,73.5,10,38,48,18,10,9,13,12,-5
DEN,12/27/2017,DEN @ MIN,L,264,125,42,91,46.2,15,39,38.5,26,31,83.9,11,37,48,26,3,2,9,24,-3
DEN,12/26/2017,DEN vs. UTA,W,242,107,39,81,48.1,11,30,36.7,18,22,81.8,10,43,53,23,3,1,9,21,24
DEN,12/23/2017,DEN @ GSW,W,240,96,38,82,46.3,7,28,25,13,15,86.7,10,35,45,25,10,4,18,14,15
DEN,12/22/2017,DEN @ POR,W,241,102,42,85,49.4,7,25,28,11,15,73.3,16,33,49,19,4,10,14,13,17
DEN,12/20/2017,DEN vs. MIN,L,240,104,36,72,50,13,28,46.4,19,24,79.2,8,34,42,27,6,5,21,18,-8
DEN,12/18/2017,DEN @ OKC,L,241,94,37,86,43,12,37,32.4,8,12,66.7,8,37,45,21,8,3,11,18,-1
DEN,12/15/2017,DEN vs. NOP,W,266,117,46,100,46,16,36,44.4,9,14,64.3,11,37,48,30,12,4,15,17,6
DEN,12/13/2017,DEN @ BOS,L,240,118,45,91,49.5,9,28,32.1,19,26,73.1,20,28,48,22,8,4,15,20,-8
DEN,12/12/2017,DEN @ DET,W,240,103,40,79,50.6,10,30,33.3,13,14,92.9,6,38,44,27,8,3,17,15,19
DEN,12/10/2017,DEN @ IND,L,264,116,43,95,45.3,17,42,40.5,13,16,81.3,19,28,47,24,7,5,21,20,-10
DEN,12/08/2017,DEN @ ORL,W,240,103,42,85,49.4,6,21,28.6,13,16,81.3,6,38,44,21,7,7,12,20,14
DEN,12/06/2017,DEN @ NOP,L,240,114,41,94,43.6,16,35,45.7,16,22,72.7,10,30,40,22,7,4,9,21,-9
DEN,12/04/2017,DEN @ DAL,L,240,105,38,91,41.8,14,36,38.9,15,23,65.2,15,34,49,25,5,5,7,19,-17
DEN,12/02/2017,DEN vs. LAL,W,240,115,40,87,46,12,31,38.7,23,28,82.1,9,30,39,26,8,6,12,19,15
DEN,11/30/2017,DEN vs. CHI,W,238,111,38,83,45.8,12,31,38.7,23,31,74.2,11,33,44,22,7,4,12,19,1
DEN,11/28/2017,DEN @ UTA,L,240,77,28,78,35.9,7,34,20.6,14,16,87.5,12,30,42,13,6,4,17,13,-29
DEN,11/24/2017,DEN vs. MEM,W,240,104,40,79,50.6,9,32,28.1,15,26,57.7,15,35,50,24,9,4,21,18,12
DEN,11/22/2017,DEN @ HOU,L,240,95,35,87,40.2,10,33,30.3,15,23,65.2,15,28,43,19,11,5,19,14,-30
DEN,11/20/2017,DEN @ SAC,W,241,114,42,86,48.8,15,32,46.9,15,20,75,14,35,49,18,6,3,13,13,16
DEN,11/19/2017,DEN @ LAL,L,240,109,36,84,42.9,13,31,41.9,24,35,68.6,17,30,47,18,8,8,20,15,-18
DEN,11/17/2017,DEN vs. NOP,W,242,146,56,89,62.9,18,35,51.4,16,21,76.2,13,35,48,37,5,4,14,15,32
DEN,11/13/2017,DEN @ POR,L,239,82,30,84,35.7,9,32,28.1,13,15,86.7,12,23,35,13,9,2,20,16,-17
DEN,11/11/2017,DEN vs. ORL,W,241,125,46,87,52.9,12,29,41.4,21,27,77.8,13,37,50,29,9,4,12,16,18
DEN,11/09/2017,DEN vs. OKC,W,241,102,38,82,46.3,9,27,33.3,17,22,77.3,14,31,45,27,7,7,18,15,8
DEN,11/07/2017,DEN vs. BKN,W,240,112,44,93,47.3,9,34,26.5,15,20,75,9,38,47,26,16,9,19,21,8
DEN,11/04/2017,DEN vs. GSW,L,241,108,40,87,46,6,24,25,22,27,81.5,9,37,46,26,9,6,17,18,-19
DEN,11/03/2017,DEN vs. MIA,W,240,95,36,80,45,9,23,39.1,14,25,56,13,28,41,17,9,6,17,16,1
DEN,11/01/2017,DEN vs. TOR,W,239,129,47,88,53.4,16,32,50,19,29,65.5,9,34,43,35,9,4,12,20,18
DEN,10/30/2017,DEN @ NYK,L,239,110,35,85,41.2,18,41,43.9,22,31,71,13,23,36,20,13,5,13,22,-6
DEN,10/29/2017,DEN @ BKN,W,240,124,47,94,50,11,20,55,19,22,86.4,4,42,46,23,7,7,6,22,11
DEN,10/27/2017,DEN @ ATL,W,240,105,42,91,46.2,4,20,20,17,23,73.9,11,35,46,25,8,4,11,12,5
DEN,10/25/2017,DEN @ CHA,L,240,93,38,100,38,8,31,25.8,9,15,60,18,33,51,18,6,1,13,23,-17
DEN,10/23/2017,DEN vs. WAS,L,241,104,39,80,48.8,8,23,34.8,18,23,78.3,9,35,44,27,5,2,23,22,-5
DEN,10/21/2017,DEN vs. SAC,W,240,96,37,85,43.5,10,30,33.3,12,20,60,18,40,58,25,7,2,16,19,17
DEN,10/18/2017,DEN @ UTA,L,242,96,36,77,46.8,13,27,48.1,11,12,91.7,7,31,38,21,4,3,20,18,-10
DET,04/11/2018,DET @ CHI,W,240,119,47,89,52.8,15,35,42.9,10,10,100,7,40,47,27,12,4,11,21,32
DET,04/09/2018,DET vs. TOR,L,239,98,35,78,44.9,9,30,30,19,25,76,4,29,33,22,7,2,3,11,-10
DET,04/08/2018,DET @ MEM,L,240,117,38,93,40.9,23,47,48.9,18,23,78.3,14,24,38,30,10,0,12,18,-13
DET,04/06/2018,DET vs. DAL,W,265,113,46,92,50,12,30,40,9,17,52.9,6,43,49,24,6,4,11,19,7
DET,04/04/2018,DET vs. PHI,L,240,108,39,88,44.3,16,36,44.4,14,23,60.9,9,33,42,30,4,5,17,19,-7
DET,04/01/2018,DET @ BKN,W,240,108,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,9,16,12
DET,03/31/2018,DET @ NYK,W,239,115,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15,6
DET,03/29/2018,DET vs. WAS,W,240,103,41,84,48.8,6,21,28.6,15,20,75,10,34,44,26,9,3,16,14,11
DET,03/26/2018,DET vs. LAL,W,240,112,44,100,44,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26,7
DET,03/24/2018,DET vs. CHI,W,240,117,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,13,11,22
DET,03/22/2018,DET @ HOU,L,265,96,40,95,42.1,6,38,15.8,10,19,52.6,16,50,66,22,9,5,15,17,-4
DET,03/20/2018,DET @ PHX,W,240,115,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16,27
DET,03/19/2018,DET @ SAC,W,240,106,37,79,46.8,14,29,48.3,18,22,81.8,6,38,44,17,6,5,9,11,16
DET,03/17/2018,DET @ POR,L,239,87,31,80,38.8,10,25,40,15,20,75,8,35,43,17,6,2,12,16,-13
DET,03/15/2018,DET @ DEN,L,241,113,44,92,47.8,14,27,51.9,11,17,64.7,9,32,41,30,8,4,11,20,-7
DET,03/13/2018,DET @ UTA,L,240,79,30,80,37.5,5,25,20,14,19,73.7,8,24,32,14,14,4,17,23,-31
DET,03/09/2018,DET vs. CHI,W,240,99,38,81,46.9,9,27,33.3,14,18,77.8,11,39,50,22,8,9,16,13,16
DET,03/07/2018,DET vs. TOR,L,265,119,44,90,48.9,13,26,50,18,23,78.3,9,42,51,27,2,7,16,23,-2
DET,03/05/2018,DET @ CLE,L,239,90,34,87,39.1,12,34,35.3,10,15,66.7,8,32,40,17,9,6,11,22,-22
DET,03/03/2018,DET @ MIA,L,240,96,37,89,41.6,7,24,29.2,15,21,71.4,17,29,46,18,8,2,18,23,-9
DET,03/02/2018,DET @ ORL,L,266,106,40,92,43.5,12,29,41.4,14,24,58.3,13,30,43,22,10,1,14,17,-9
DET,02/28/2018,DET vs. MIL,W,242,110,42,95,44.2,9,29,31,17,22,77.3,22,35,57,26,9,0,9,20,23
DET,02/26/2018,DET @ TOR,L,241,94,36,94,38.3,7,22,31.8,15,20,75,13,29,42,20,11,3,13,22,-29
DET,02/25/2018,DET @ CHA,L,239,98,42,85,49.4,4,18,22.2,10,14,71.4,8,33,41,23,4,2,17,22,-16
DET,02/23/2018,DET vs. BOS,L,240,98,37,85,43.5,10,33,30.3,14,21,66.7,12,33,45,16,4,4,13,18,-12
DET,02/14/2018,DET vs. ATL,W,240,104,35,83,42.2,13,33,39.4,21,25,84,10,37,47,26,3,5,16,18,6
DET,02/12/2018,DET vs. NOP,L,239,103,35,95,36.8,9,35,25.7,24,32,75,14,40,54,18,5,3,14,19,-15
DET,02/11/2018,DET @ ATL,L,241,115,38,83,45.8,13,33,39.4,26,33,78.8,12,28,40,30,6,4,15,28,-3
DET,02/09/2018,DET vs. LAC,L,240,95,36,88,40.9,10,31,32.3,13,17,76.5,7,33,40,22,5,5,9,16,-13
DET,02/07/2018,DET vs. BKN,W,241,115,44,92,47.8,9,24,37.5,18,25,72,8,38,46,20,10,3,7,12,9
DET,02/05/2018,DET vs. POR,W,242,111,44,88,50,15,30,50,8,12,66.7,10,41,51,36,7,4,14,14,20
DET,02/03/2018,DET vs. MIA,W,240,111,44,84,52.4,9,26,34.6,14,17,82.4,13,36,49,23,7,5,17,12,4
DET,02/01/2018,DET vs. MEM,W,239,104,35,76,46.1,7,25,28,27,37,73,4,37,41,20,8,4,7,19,2
DET,01/30/2018,DET vs. CLE,W,241,125,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,12,5,10,27,11
DET,01/28/2018,DET @ CLE,L,240,104,40,95,42.1,14,36,38.9,10,13,76.9,7,36,43,31,5,6,6,23,-17
DET,01/27/2018,DET vs. OKC,L,240,108,39,84,46.4,12,33,36.4,18,24,75,13,30,43,24,4,3,16,20,-13
DET,01/24/2018,DET vs. UTA,L,265,95,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,10,7,19,16,-3
DET,01/21/2018,DET vs. BKN,L,240,100,38,90,42.2,9,29,31,15,17,88.2,7,36,43,21,3,4,6,19,-1
DET,01/19/2018,DET vs. WAS,L,240,112,40,80,50,10,30,33.3,22,26,84.6,7,28,35,25,8,3,14,22,-10
DET,01/17/2018,DET @ TOR,L,240,91,37,88,42,10,28,35.7,7,15,46.7,11,31,42,22,14,7,14,20,-5
DET,01/15/2018,DET vs. CHA,L,240,107,42,86,48.8,15,29,51.7,8,11,72.7,3,35,38,27,10,5,16,24,-11
DET,01/13/2018,DET @ CHI,L,240,105,41,92,44.6,12,29,41.4,11,14,78.6,13,32,45,28,8,7,12,11,-2
DET,01/10/2018,DET @ BKN,W,240,114,48,93,51.6,10,21,47.6,8,12,66.7,11,43,54,24,10,4,13,14,34
DET,01/08/2018,DET @ NOP,L,239,109,41,93,44.1,8,27,29.6,19,22,86.4,12,27,39,22,5,4,12,18,-7
DET,01/06/2018,DET vs. HOU,W,240,108,38,75,50.7,12,25,48,20,27,74.1,5,30,35,21,8,4,11,15,7
DET,01/05/2018,DET @ PHI,L,240,78,30,78,38.5,7,22,31.8,11,19,57.9,6,28,34,20,9,4,12,14,-36
DET,01/03/2018,DET @ MIA,L,241,104,41,86,47.7,9,24,37.5,13,16,81.3,5,30,35,21,4,2,9,14,-7
DET,12/30/2017,DET vs. SAS,W,238,93,36,81,44.4,8,24,33.3,13,16,81.3,6,39,45,22,10,1,11,11,14
DET,12/28/2017,DET @ ORL,L,240,89,35,87,40.2,9,23,39.1,10,14,71.4,9,32,41,20,5,4,15,17,-13
DET,12/26/2017,DET vs. IND,W,240,107,41,82,50,12,34,35.3,13,16,81.3,10,36,46,26,5,1,10,17,24
DET,12/22/2017,DET vs. NYK,W,240,104,38,88,43.2,10,25,40,18,25,72,15,29,44,19,8,5,11,11,3
DET,12/20/2017,DET @ DAL,L,239,93,33,77,42.9,7,24,29.2,20,22,90.9,6,32,38,19,4,2,12,19,-17
DET,12/17/2017,DET vs. ORL,W,240,114,42,89,47.2,17,34,50,13,16,81.3,7,32,39,27,11,3,13,17,4
DET,12/15/2017,DET @ IND,W,240,104,39,93,41.9,13,32,40.6,13,17,76.5,11,33,44,22,7,10,9,22,6
DET,12/14/2017,DET @ ATL,W,240,105,41,90,45.6,13,30,43.3,10,12,83.3,14,32,46,26,10,3,15,23,15
DET,12/12/2017,DET vs. DEN,L,239,84,28,79,35.4,9,25,36,19,22,86.4,11,29,40,17,7,2,20,16,-19
DET,12/10/2017,DET vs. BOS,L,240,81,28,84,33.3,10,33,30.3,15,19,78.9,11,35,46,14,7,4,9,16,-10
DET,12/08/2017,DET vs. GSW,L,239,98,38,92,41.3,12,27,44.4,10,19,52.6,15,34,49,20,8,2,11,17,-4
DET,12/06/2017,DET @ MIL,L,240,100,36,87,41.4,10,30,33.3,18,27,66.7,17,29,46,20,5,0,11,20,-4
DET,12/04/2017,DET @ SAS,L,240,93,35,85,41.2,8,27,29.6,15,24,62.5,7,35,42,15,8,2,10,22,-3
DET,12/02/2017,DET @ PHI,L,241,103,34,78,43.6,9,31,29,26,32,81.3,7,29,36,20,8,2,16,27,-5
DET,12/01/2017,DET @ WAS,L,239,91,35,79,44.3,9,30,30,12,19,63.2,4,28,32,20,7,5,15,21,-18
DET,11/29/2017,DET vs. PHX,W,240,131,51,89,57.3,13,28,46.4,16,21,76.2,5,39,44,31,11,6,19,22,24
DET,11/27/2017,DET @ BOS,W,241,118,44,85,51.8,11,25,44,19,23,82.6,8,32,40,26,8,2,8,19,10
DET,11/24/2017,DET @ OKC,W,240,99,39,84,46.4,14,37,37.8,7,9,77.8,8,35,43,22,6,5,20,17,1
DET,11/20/2017,DET vs. CLE,L,240,88,34,77,44.2,13,30,43.3,7,13,53.8,7,27,34,23,7,2,14,19,-28
DET,11/19/2017,DET @ MIN,W,240,100,39,83,47,8,25,32,14,20,70,11,26,37,25,10,2,19,21,3
DET,11/17/2017,DET @ IND,L,241,100,39,93,41.9,14,33,42.4,8,10,80,11,32,43,20,4,8,11,18,-7
DET,11/15/2017,DET @ MIL,L,240,95,30,85,35.3,15,37,40.5,20,23,87,17,28,45,23,7,3,16,20,-4
DET,11/12/2017,DET vs. MIA,W,241,112,42,87,48.3,14,28,50,14,20,70,11,43,54,24,2,5,13,17,9
DET,11/10/2017,DET vs. ATL,W,240,111,39,89,43.8,12,30,40,21,27,77.8,20,31,51,23,7,5,17,18,7
DET,11/08/2017,DET vs. IND,W,241,114,43,83,51.8,12,27,44.4,16,25,64,8,42,50,25,3,5,15,22,17
DET,11/04/2017,DET vs. SAC,W,240,108,40,79,50.6,13,24,54.2,15,22,68.2,8,27,35,28,10,3,14,19,9
DET,11/03/2017,DET vs. MIL,W,240,105,37,78,47.4,8,26,30.8,23,28,82.1,7,32,39,21,10,4,12,11,9
DET,10/31/2017,DET @ LAL,L,239,93,41,94,43.6,10,33,30.3,1,3,33.3,10,34,44,21,7,3,12,11,-20
DET,10/29/2017,DET @ GSW,W,240,115,43,93,46.2,12,27,44.4,17,17,100,17,20,37,22,16,0,13,9,8
DET,10/28/2017,DET @ LAC,W,241,95,36,88,40.9,9,28,32.1,14,21,66.7,12,38,50,16,11,6,12,20,-0.6
DET,10/25/2017,DET vs. MIN,W,242,122,48,92,52.2,15,34,44.1,11,17,64.7,12,35,47,32,7,3,14,22,21
DET,10/23/2017,DET vs. PHI,L,241,86,33,85,38.8,6,30,20,14,19,73.7,9,30,39,14,5,2,14,21,-11.2
DET,10/21/2017,DET @ NYK,W,239,111,44,91,48.4,9,30,30,14,15,93.3,15,28,43,21,5,2,12,25,4
DET,10/20/2017,DET @ WAS,L,240,111,43,87,49.4,10,23,43.5,15,20,75,10,23,33,19,12,1,19,32,-4
DET,10/18/2017,DET vs. CHA,W,239,102,41,96,42.7,9,26,34.6,11,12,91.7,9,38,47,24,14,3,8,21,12
GSW,04/10/2018,GSW @ UTA,L,239,79,30,86,34.9,5,19,26.3,14,16,87.5,9,30,39,14,7,3,15,18,-40
GSW,04/08/2018,GSW @ PHX,W,241,117,47,90,52.2,13,32,40.6,10,15,66.7,5,36,41,27,9,7,11,15,17
GSW,04/07/2018,GSW vs. NOP,L,241,120,49,90,54.4,15,33,45.5,7,11,63.6,8,34,42,31,3,0,17,21,-6
GSW,04/05/2018,GSW @ IND,L,240,106,37,83,44.6,9,29,31,23,24,95.8,13,26,39,29,6,5,16,14,-20
GSW,04/03/2018,GSW @ OKC,W,240,111,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25,4
GSW,04/01/2018,GSW vs. PHX,W,239,117,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,14,14,10
GSW,03/31/2018,GSW @ SAC,W,242,112,41,83,49.4,9,26,34.6,21,28,75,6,36,42,28,9,6,10,18,16
GSW,03/29/2018,GSW vs. MIL,L,239,107,41,75,54.7,10,20,50,15,15,100,2,29,31,26,10,7,18,19,-9
GSW,03/27/2018,GSW vs. IND,L,241,81,35,86,40.7,5,17,29.4,6,9,66.7,17,34,51,21,4,9,16,17,-11
GSW,03/25/2018,GSW vs. UTA,L,239,91,38,91,41.8,6,15,40,9,10,90,14,27,41,24,9,7,11,19,-19
GSW,03/23/2018,GSW vs. ATL,W,242,106,42,93,45.2,12,30,40,10,11,90.9,10,36,46,28,8,6,7,17,12
GSW,03/19/2018,GSW @ SAS,L,240,75,30,74,40.5,3,19,15.8,12,16,75,2,34,36,17,7,9,15,24,-14
GSW,03/17/2018,GSW @ PHX,W,242,124,50,95,52.6,13,31,41.9,11,14,78.6,9,34,43,29,8,9,12,21,15
GSW,03/16/2018,GSW vs. SAC,L,240,93,34,81,42,12,26,46.2,13,18,72.2,9,31,40,21,10,5,11,21,-5
GSW,03/14/2018,GSW vs. LAL,W,237,117,44,81,54.3,6,20,30,23,28,82.1,11,39,50,25,8,6,21,24,11
GSW,03/11/2018,GSW @ MIN,L,239,103,37,91,40.7,10,36,27.8,19,21,90.5,12,38,50,22,6,7,13,17,-6
GSW,03/09/2018,GSW @ POR,L,241,108,38,78,48.7,12,28,42.9,20,24,83.3,6,27,33,20,5,3,10,20,-17
GSW,03/08/2018,GSW vs. SAS,W,239,110,41,95,43.2,8,30,26.7,20,23,87,12,37,49,30,6,12,10,18,3
GSW,03/06/2018,GSW vs. BKN,W,241,114,47,83,56.6,11,23,47.8,9,11,81.8,5,36,41,30,8,7,17,18,13
GSW,03/02/2018,GSW @ ATL,W,241,114,42,79,53.2,11,31,35.5,19,22,86.4,2,33,35,33,12,5,18,20,5
GSW,02/28/2018,GSW @ WAS,W,240,109,37,72,51.4,10,24,41.7,25,30,83.3,3,33,36,24,10,8,14,21,8
GSW,02/26/2018,GSW @ NYK,W,240,125,44,85,51.8,15,31,48.4,22,26,84.6,8,35,43,31,8,5,12,13,14
GSW,02/24/2018,GSW vs. OKC,W,239,112,42,89,47.2,17,38,44.7,11,13,84.6,12,42,54,36,8,6,14,21,32
GSW,02/22/2018,GSW vs. LAC,W,239,134,47,77,61,14,25,56,26,34,76.5,3,29,32,31,8,8,15,24,7
GSW,02/14/2018,GSW @ POR,L,240,117,43,90,47.8,13,37,35.1,18,19,94.7,8,33,41,24,8,7,16,24,-6
GSW,02/12/2018,GSW vs. PHX,W,243,129,52,89,58.4,11,26,42.3,14,21,66.7,7,42,49,36,8,16,11,18,46
GSW,02/10/2018,GSW vs. SAS,W,240,122,48,85,56.5,12,27,44.4,14,15,93.3,11,33,44,35,5,6,16,18,17
GSW,02/08/2018,GSW vs. DAL,W,240,121,45,88,51.1,14,29,48.3,17,20,85,18,33,51,37,6,7,16,18,18
GSW,02/06/2018,GSW vs. OKC,L,238,105,37,76,48.7,8,28,28.6,23,31,74.2,10,35,45,27,7,8,25,24,-20
GSW,02/03/2018,GSW @ DEN,L,239,108,43,86,50,8,31,25.8,14,23,60.9,11,31,42,28,9,10,13,23,-7
GSW,02/02/2018,GSW @ SAC,W,241,119,44,80,55,17,33,51.5,14,16,87.5,7,44,51,25,8,4,25,19,15
GSW,01/30/2018,GSW @ UTA,L,242,99,39,85,45.9,5,25,20,16,21,76.2,11,26,37,27,10,7,19,16,-30
GSW,01/27/2018,GSW vs. BOS,W,240,109,38,84,45.2,10,27,37,23,26,88.5,10,33,43,19,9,9,11,17,4
GSW,01/25/2018,GSW vs. MIN,W,240,126,48,89,53.9,21,37,56.8,9,15,60,11,36,47,37,9,8,15,17,13
GSW,01/23/2018,GSW vs. NYK,W,239,123,46,83,55.4,13,30,43.3,18,20,90,3,33,36,40,6,3,12,16,11
GSW,01/20/2018,GSW @ HOU,L,241,108,40,82,48.8,17,36,47.2,11,15,73.3,4,29,33,31,8,10,19,24,-8
GSW,01/17/2018,GSW @ CHI,W,240,119,42,84,50,13,33,39.4,22,25,88,5,44,49,24,5,3,15,16,7
GSW,01/15/2018,GSW @ CLE,W,240,118,41,85,48.2,12,32,37.5,24,30,80,13,35,48,33,8,6,16,23,10
GSW,01/13/2018,GSW @ TOR,W,239,127,47,81,58,9,24,37.5,24,28,85.7,3,27,30,28,4,3,6,20,2
GSW,01/12/2018,GSW @ MIL,W,240,108,44,79,55.7,5,15,33.3,15,18,83.3,10,33,43,28,7,3,11,13,14
GSW,01/10/2018,GSW vs. LAC,L,239,106,38,79,48.1,8,23,34.8,22,26,84.6,4,29,33,26,9,6,16,21,-19
GSW,01/08/2018,GSW vs. DEN,W,239,124,48,85,56.5,13,30,43.3,15,21,71.4,10,33,43,33,7,10,16,15,12
GSW,01/06/2018,GSW @ LAC,W,242,121,39,94,41.5,13,39,33.3,30,37,81.1,14,40,54,31,13,10,16,25,16
GSW,01/04/2018,GSW @ HOU,W,241,124,48,87,55.2,13,30,43.3,15,20,75,6,39,45,35,6,6,12,18,12
GSW,01/03/2018,GSW @ DAL,W,240,125,48,91,52.7,13,32,40.6,16,19,84.2,7,39,46,36,8,7,14,21,3
GSW,12/30/2017,GSW vs. MEM,W,240,141,50,85,58.8,18,33,54.5,23,25,92,7,31,38,37,3,6,10,17,13
GSW,12/29/2017,GSW vs. CHA,L,241,100,40,87,46,8,22,36.4,12,13,92.3,8,35,43,32,6,5,17,25,-11
GSW,12/27/2017,GSW vs. UTA,W,239,126,51,86,59.3,11,23,47.8,13,17,76.5,4,46,50,37,8,7,16,18,25
GSW,12/25/2017,GSW vs. CLE,W,240,99,38,82,46.3,10,37,27,13,17,76.5,10,37,47,28,7,7,15,18,7
GSW,12/23/2017,GSW vs. DEN,L,241,81,32,84,38.1,3,27,11.1,14,17,82.4,11,27,38,25,14,8,16,14,-15
GSW,12/22/2017,GSW vs. LAL,W,241,113,42,85,49.4,7,24,29.2,22,27,81.5,10,32,42,24,9,13,15,17,7
GSW,12/20/2017,GSW vs. MEM,W,240,97,34,74,45.9,7,21,33.3,22,25,88,14,30,44,26,9,8,16,19,13
GSW,12/18/2017,GSW @ LAL,W,266,116,43,107,40.2,11,34,32.4,19,21,90.5,15,46,61,25,6,10,14,26,2
GSW,12/14/2017,GSW vs. DAL,W,242,112,47,78,60.3,11,22,50,7,9,77.8,4,37,41,35,7,4,16,22,15
GSW,12/11/2017,GSW vs. POR,W,241,111,44,80,55,10,20,50,13,17,76.5,6,36,42,26,5,9,14,16,7
GSW,12/08/2017,GSW @ DET,W,241,102,39,81,48.1,7,26,26.9,17,22,77.3,5,40,45,29,5,15,14,19,4
GSW,12/06/2017,GSW @ CHA,W,241,101,40,84,47.6,11,30,36.7,10,13,76.9,8,39,47,26,8,12,15,20,14
GSW,12/04/2017,GSW @ NOP,W,239,125,45,87,51.7,16,33,48.5,19,27,70.4,5,35,40,36,14,5,16,17,-2
GSW,12/03/2017,GSW @ MIA,W,240,123,47,84,56,11,30,36.7,18,24,75,7,34,41,32,4,4,9,14,28
GSW,12/01/2017,GSW @ ORL,W,238,133,55,88,62.5,12,24,50,11,11,100,7,35,42,46,9,11,19,16,21
GSW,11/29/2017,GSW @ LAL,W,264,127,47,94,50,12,30,40,21,28,75,12,37,49,30,10,4,22,19,4
GSW,11/27/2017,GSW vs. SAC,L,240,106,40,80,50,16,37,43.2,10,14,71.4,9,27,36,31,9,6,14,15,-4
GSW,11/25/2017,GSW vs. NOP,W,239,110,39,94,41.5,10,33,30.3,22,27,81.5,11,33,44,30,11,6,9,24,15
GSW,11/24/2017,GSW vs. CHI,W,240,143,53,91,58.2,16,36,44.4,21,21,100,6,43,49,36,11,11,11,15,49
GSW,11/22/2017,GSW @ OKC,L,239,91,33,80,41.3,10,31,32.3,15,18,83.3,7,32,39,22,11,8,22,20,-17
GSW,11/19/2017,GSW @ BKN,W,241,118,46,90,51.1,10,24,41.7,16,23,69.6,6,51,57,29,8,14,15,27,7
GSW,11/18/2017,GSW @ PHI,W,241,124,50,91,54.9,7,23,30.4,17,20,85,11,37,48,25,5,6,12,18,8
GSW,11/16/2017,GSW @ BOS,L,241,88,33,82,40.2,10,32,31.3,12,19,63.2,7,40,47,22,9,10,15,24,-4
GSW,11/13/2017,GSW vs. ORL,W,239,110,44,88,50,8,23,34.8,14,16,87.5,12,38,50,35,3,5,16,21,10
GSW,11/11/2017,GSW vs. PHI,W,241,135,48,82,58.5,14,27,51.9,25,26,96.2,4,35,39,31,15,11,22,23,21
GSW,11/08/2017,GSW vs. MIN,W,241,125,48,85,56.5,15,36,41.7,14,18,77.8,3,42,45,37,10,9,19,23,24
GSW,11/06/2017,GSW vs. MIA,W,239,97,32,87,36.8,11,32,34.4,22,24,91.7,13,38,51,20,12,10,14,21,17
GSW,11/04/2017,GSW @ DEN,W,240,127,50,91,54.9,18,40,45,9,17,52.9,7,34,41,38,13,4,13,23,19
GSW,11/02/2017,GSW @ SAS,W,241,112,43,83,51.8,14,28,50,12,16,75,5,36,41,30,11,12,14,20,20
GSW,10/30/2017,GSW @ LAC,W,241,141,52,89,58.4,14,29,48.3,23,30,76.7,14,32,46,37,8,8,12,23,28
GSW,10/29/2017,GSW vs. DET,L,239,107,44,77,57.1,10,27,37,9,12,75,10,30,40,29,3,11,25,14,-8
GSW,10/27/2017,GSW vs. WAS,W,240,120,46,95,48.4,10,38,26.3,18,20,90,15,38,53,33,7,13,17,20,-8.6
GSW,10/25/2017,GSW vs. TOR,W,241,117,43,77,55.8,12,26,46.2,19,22,86.4,6,31,37,32,10,7,17,15,5
GSW,10/23/2017,GSW @ DAL,W,240,133,48,86,55.8,15,39,38.5,22,26,84.6,10,40,50,33,6,8,16,23,18.6
GSW,10/21/2017,GSW @ MEM,L,238,101,33,84,39.3,12,38,31.6,23,27,85.2,12,34,46,20,10,7,17,28,-10
GSW,10/20/2017,GSW @ NOP,W,241,128,47,92,51.1,18,41,43.9,16,20,80,10,39,49,29,6,8,18,23,8
GSW,10/17/2017,GSW vs. HOU,L,241,121,43,80,53.8,16,30,53.3,19,21,90.5,6,35,41,34,5,9,17,25,-1
HOU,04/11/2018,HOU @ SAC,L,241,83,31,82,37.8,13,46,28.3,8,12,66.7,8,32,40,11,2,6,14,24,-13
HOU,04/10/2018,HOU @ LAL,W,239,105,37,88,42,16,47,34,15,16,93.8,8,41,49,19,9,5,18,19,6
HOU,04/07/2018,HOU vs. OKC,L,240,102,36,76,47.4,14,37,37.8,16,23,69.6,6,35,41,23,7,5,17,24,-6
HOU,04/05/2018,HOU vs. POR,W,239,96,34,73,46.6,13,37,35.1,15,24,62.5,6,32,38,16,10,5,15,16,2
HOU,04/03/2018,HOU vs. WAS,W,240,120,43,84,51.2,16,46,34.8,18,27,66.7,10,36,46,26,13,3,9,14,16
HOU,04/01/2018,HOU @ SAS,L,239,83,26,77,33.8,7,31,22.6,24,29,82.8,8,34,42,12,3,3,9,19,-17
