TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAC,11/01/2017,LAC vs. DAL,W,240,119,41,78,52.6,13,28,46.4,24,29,82.8,7,42,49,27,9,5,16,20,21
LAC,10/30/2017,LAC vs. GSW,L,243,113,39,86,45.3,10,25,40,25,30,83.3,9,26,35,21,4,3,12,20,-28
LAC,10/28/2017,LAC vs. DET,L,241,87,28,84,33.3,15,38,39.5,16,22,72.7,15,36,51,19,6,6,18,18,-1.8
LAC,10/26/2017,LAC @ POR,W,241,104,36,77,46.8,9,28,32.1,23,36,63.9,14,32,46,11,4,5,11,19,1
LAC,10/24/2017,LAC vs. UTA,W,240,102,39,83,47,10,29,34.5,14,21,66.7,11,33,44,21,12,4,13,16,18
LAC,10/21/2017,LAC vs. PHX,W,241,130,48,88,54.5,12,26,46.2,22,30,73.3,10,42,52,26,12,2,12,32,42
LAC,10/19/2017,LAC @ LAL,W,239,108,42,107,39.3,12,33,36.4,12,13,92.3,17,42,59,23,12,3,14,20,16
MEM,04/11/2018,MEM @ OKC,L,240,123,44,91,48.4,13,31,41.9,22,24,91.7,9,32,41,22,9,2,13,22,-14
MEM,04/09/2018,MEM @ MIN,L,241,94,35,85,41.2,5,18,27.8,19,21,90.5,10,25,35,20,11,5,17,20,-19
MEM,04/08/2018,MEM vs. DET,W,240,130,48,83,57.8,16,33,48.5,18,24,75,8,35,43,36,11,4,12,18,13
MEM,04/06/2018,MEM vs. SAC,L,240,93,37,84,44,6,24,25,13,18,72.2,12,26,38,20,7,7,15,12,-1
MEM,04/04/2018,MEM @ NOP,L,242,95,37,93,39.8,10,32,31.3,11,15,73.3,11,26,37,19,9,1,21,19,-28
MEM,04/01/2018,MEM @ POR,L,240,98,40,88,45.5,9,21,42.9,9,12,75,9,33,42,20,7,5,17,19,-15
MEM,03/30/2018,MEM @ UTA,L,239,97,39,81,48.1,9,23,39.1,10,15,66.7,7,26,33,24,8,4,13,21,-10
MEM,03/28/2018,MEM vs. POR,W,240,108,41,84,48.8,13,25,52,13,23,56.5,11,35,46,23,7,2,15,24,5
MEM,03/26/2018,MEM @ MIN,W,241,101,40,84,47.6,15,31,48.4,6,9,66.7,7,28,35,25,8,4,13,23,8
MEM,03/24/2018,MEM vs. LAL,L,240,93,35,84,41.7,5,29,17.2,18,22,81.8,11,32,43,20,7,6,10,21,-7
MEM,03/22/2018,MEM @ CHA,L,239,79,30,78,38.5,4,18,22.2,15,21,71.4,9,29,38,13,4,7,19,24,-61
MEM,03/21/2018,MEM @ PHI,L,242,105,40,99,40.4,9,27,33.3,16,20,80,15,32,47,25,6,2,13,20,-14
MEM,03/19/2018,MEM @ BKN,L,240,115,46,88,52.3,10,23,43.5,13,20,65,11,31,42,21,11,3,16,33,-3
MEM,03/17/2018,MEM vs. DEN,W,240,101,33,81,40.7,13,32,40.6,22,28,78.6,14,33,47,21,5,9,11,20,7
MEM,03/15/2018,MEM vs. CHI,L,241,110,38,87,43.7,13,35,37.1,21,25,84,11,36,47,27,7,4,14,22,-1
MEM,03/12/2018,MEM vs. MIL,L,239,103,42,89,47.2,9,27,33.3,10,19,52.6,10,21,31,27,6,5,9,23,-18
MEM,03/10/2018,MEM @ DAL,L,239,80,30,84,35.7,7,18,38.9,13,17,76.5,9,32,41,19,4,4,14,24,-34
MEM,03/09/2018,MEM vs. UTA,L,239,78,31,83,37.3,6,22,27.3,10,14,71.4,10,29,39,16,4,5,15,22,-17
MEM,03/07/2018,MEM @ CHI,L,241,110,40,82,48.8,10,29,34.5,20,25,80,9,24,33,24,12,3,14,26,-9
MEM,03/05/2018,MEM @ SAS,L,241,98,42,80,52.5,8,22,36.4,6,9,66.7,6,36,42,26,8,5,20,22,-2
MEM,03/03/2018,MEM @ ORL,L,240,100,38,93,40.9,6,22,27.3,18,26,69.2,13,33,46,24,9,3,9,26,-7
MEM,03/02/2018,MEM vs. DEN,L,240,102,40,91,44,10,27,37,12,15,80,17,23,40,26,14,3,20,23,-6
MEM,02/28/2018,MEM vs. PHX,L,240,102,33,87,37.9,13,31,41.9,23,28,82.1,11,37,48,23,8,8,20,29,-8
MEM,02/26/2018,MEM @ BOS,L,240,98,34,78,43.6,5,23,21.7,25,32,78.1,5,35,40,27,4,2,10,22,-11
MEM,02/24/2018,MEM @ MIA,L,240,89,35,80,43.8,5,11,45.5,14,17,82.4,9,31,40,16,7,3,19,22,-26
MEM,02/23/2018,MEM vs. CLE,L,240,89,33,84,39.3,9,24,37.5,14,18,77.8,5,32,37,22,10,4,21,25,-23
MEM,02/14/2018,MEM vs. OKC,L,241,114,44,86,51.2,14,27,51.9,12,15,80,6,35,41,29,6,2,12,25,-7
MEM,02/11/2018,MEM @ OKC,L,240,92,32,82,39,6,28,21.4,22,24,91.7,12,35,47,21,4,5,17,32,-18
MEM,02/07/2018,MEM vs. UTA,L,240,88,34,81,42,8,23,34.8,12,16,75,9,27,36,18,12,5,15,26,-4
MEM,02/06/2018,MEM @ ATL,L,241,82,34,79,43,4,22,18.2,10,13,76.9,9,28,37,23,7,5,25,24,-26
MEM,02/04/2018,MEM @ TOR,L,241,86,29,81,35.8,8,25,32,20,23,87,13,32,45,17,7,6,19,23,-15
MEM,02/01/2018,MEM @ DET,L,240,102,40,96,41.7,8,31,25.8,14,14,100,10,39,49,22,3,3,9,24,-2
MEM,01/31/2018,MEM @ IND,L,242,101,39,82,47.6,12,26,46.2,11,15,73.3,14,27,41,20,10,1,18,21,-4
MEM,01/29/2018,MEM vs. PHX,W,241,120,47,83,56.6,11,22,50,15,18,83.3,12,26,38,29,7,9,20,27,11
MEM,01/26/2018,MEM vs. LAC,L,241,100,39,81,48.1,8,27,29.6,14,18,77.8,8,35,43,31,1,9,19,24,-9
MEM,01/24/2018,MEM vs. SAS,L,242,85,36,83,43.4,2,18,11.1,11,14,78.6,9,32,41,19,7,4,17,25,-23
MEM,01/22/2018,MEM vs. PHI,W,239,105,33,78,42.3,10,26,38.5,29,35,82.9,11,21,32,14,14,2,12,26,4
MEM,01/20/2018,MEM @ NOP,L,239,104,37,82,45.1,15,35,42.9,15,16,93.8,10,34,44,22,2,1,14,29,-7
MEM,01/19/2018,MEM vs. SAC,W,241,106,39,88,44.3,10,34,29.4,18,23,78.3,14,35,49,24,12,5,13,17,18
MEM,01/17/2018,MEM vs. NYK,W,241,105,41,91,45.1,10,28,35.7,13,17,76.5,15,29,44,23,9,3,11,19,6
MEM,01/15/2018,MEM vs. LAL,W,241,123,42,82,51.2,10,22,45.5,29,34,85.3,6,42,48,24,8,8,18,26,9
MEM,01/12/2018,MEM @ DEN,L,241,78,30,77,39,7,24,29.2,11,14,78.6,8,28,36,17,8,5,14,28,-9
MEM,01/10/2018,MEM vs. NOP,W,241,105,37,88,42,5,19,26.3,26,32,81.3,14,36,50,21,7,5,9,26,3
MEM,01/05/2018,MEM vs. WAS,L,241,100,35,86,40.7,10,30,33.3,20,26,76.9,11,35,46,20,6,9,16,25,-2
MEM,01/02/2018,MEM @ LAC,L,240,105,38,79,48.1,8,26,30.8,21,33,63.6,10,28,38,18,10,2,14,29,-8
MEM,12/31/2017,MEM @ SAC,W,240,114,41,76,53.9,14,30,46.7,18,24,75,6,38,44,22,11,8,16,21,18
MEM,12/30/2017,MEM @ GSW,L,242,128,49,94,52.1,15,21,71.4,15,22,68.2,13,25,38,29,6,0,7,22,-13
MEM,12/27/2017,MEM @ LAL,W,240,109,35,71,49.3,5,21,23.8,34,39,87.2,5,32,37,20,3,9,10,20,10
MEM,12/26/2017,MEM @ PHX,L,241,97,35,87,40.2,3,20,15,24,29,82.8,10,28,38,12,10,11,10,28,-2
MEM,12/23/2017,MEM vs. LAC,W,239,115,40,90,44.4,13,31,41.9,22,25,88,15,32,47,28,5,5,9,26,3
MEM,12/21/2017,MEM @ PHX,L,241,95,39,90,43.3,5,26,19.2,12,16,75,15,35,50,15,5,7,9,22,-2
MEM,12/20/2017,MEM @ GSW,L,238,84,28,84,33.3,12,31,38.7,16,19,84.2,15,26,41,20,10,6,16,23,-13
MEM,12/16/2017,MEM vs. BOS,L,240,93,32,79,40.5,14,34,41.2,15,17,88.2,10,28,38,18,8,3,13,19,-9
MEM,12/15/2017,MEM vs. ATL,W,240,96,36,78,46.2,12,25,48,12,17,70.6,10,33,43,21,12,6,21,24,2
MEM,12/13/2017,MEM @ WAS,L,240,87,31,81,38.3,10,28,35.7,15,16,93.8,10,37,47,18,6,2,16,23,-6
MEM,12/11/2017,MEM vs. MIA,L,240,82,28,72,38.9,8,27,29.6,18,27,66.7,6,25,31,17,6,1,14,22,-25
MEM,12/09/2017,MEM vs. OKC,L,266,101,39,88,44.3,13,33,39.4,10,17,58.8,13,34,47,23,5,5,13,30,-1
MEM,12/08/2017,MEM vs. TOR,L,239,107,41,82,50,9,27,33.3,16,22,72.7,11,24,35,24,8,3,16,25,-9
MEM,12/06/2017,MEM @ NYK,L,240,88,29,70,41.4,12,28,42.9,18,22,81.8,4,23,27,14,8,5,15,24,-11
MEM,12/04/2017,MEM vs. MIN,W,239,95,34,72,47.2,6,21,28.6,21,24,87.5,6,35,41,22,6,8,16,22,3
MEM,12/02/2017,MEM @ CLE,L,241,111,43,84,51.2,13,23,56.5,12,14,85.7,6,30,36,31,6,4,12,19,-5
MEM,12/01/2017,MEM vs. SAS,L,241,79,30,74,40.5,5,15,33.3,14,18,77.8,8,30,38,19,8,6,16,26,-16
MEM,11/29/2017,MEM @ SAS,L,239,95,35,77,45.5,11,22,50,14,16,87.5,11,26,37,21,4,1,17,19,-9
MEM,11/26/2017,MEM vs. BKN,L,241,88,32,80,40,8,25,32,16,18,88.9,11,24,35,15,8,3,14,24,-10
MEM,11/24/2017,MEM @ DEN,L,240,92,36,73,49.3,9,24,37.5,11,16,68.8,3,20,23,28,10,3,18,21,-12
MEM,11/22/2017,MEM vs. DAL,L,240,94,37,81,45.7,7,29,24.1,13,14,92.9,6,46,52,25,7,6,17,25,-1
MEM,11/20/2017,MEM vs. POR,L,242,92,33,86,38.4,8,30,26.7,18,23,78.3,5,30,35,23,6,9,8,26,-8
MEM,11/18/2017,MEM vs. HOU,L,240,83,31,86,36,7,27,25.9,14,19,73.7,15,33,48,18,6,7,12,18,-22
MEM,11/15/2017,MEM vs. IND,L,238,113,44,86,51.2,8,32,25,17,22,77.3,11,32,43,29,5,10,14,19,-3
MEM,11/13/2017,MEM @ MIL,L,240,103,37,76,48.7,11,26,42.3,18,21,85.7,8,29,37,21,5,1,14,25,-7
MEM,11/11/2017,MEM @ HOU,L,239,96,38,79,48.1,6,20,30,14,18,77.8,5,36,41,23,9,5,19,20,-15
MEM,11/07/2017,MEM @ POR,W,240,98,35,73,47.9,7,19,36.8,21,25,84,5,29,34,18,8,10,14,21,1
MEM,11/05/2017,MEM @ LAL,L,240,102,40,87,46,11,37,29.7,11,14,78.6,6,33,39,23,6,7,12,22,-5
MEM,11/04/2017,MEM @ LAC,W,239,113,40,84,47.6,13,31,41.9,20,24,83.3,9,30,39,21,8,7,11,28,9
MEM,11/01/2017,MEM vs. ORL,L,239,99,39,82,47.6,10,30,33.3,11,16,68.8,5,26,31,21,12,3,13,16,-2
MEM,10/30/2017,MEM vs. CHA,L,240,99,32,93,34.4,8,35,22.9,27,33,81.8,11,37,48,17,7,8,7,22,-5
MEM,10/28/2017,MEM vs. HOU,W,240,103,40,85,47.1,14,33,42.4,9,12,75,6,36,42,26,10,6,9,20,14
MEM,10/26/2017,MEM vs. DAL,W,239,96,30,73,41.1,10,34,29.4,26,30,86.7,9,37,46,18,7,6,18,23,10.6
MEM,10/25/2017,MEM @ DAL,L,240,94,33,72,45.8,12,31,38.7,16,24,66.7,6,30,36,14,7,2,17,22,-9
MEM,10/23/2017,MEM @ HOU,W,240,98,29,68,42.6,6,19,31.6,34,37,91.9,3,35,38,16,4,2,12,21,8
MEM,10/21/2017,MEM vs. GSW,W,240,111,36,77,46.8,10,27,37,29,37,78.4,6,34,40,20,8,4,14,25,10
MEM,10/18/2017,MEM vs. NOP,W,240,103,39,92,42.4,9,29,31,16,28,57.1,15,30,45,19,9,8,11,29,12
MIA,04/11/2018,MIA vs. TOR,W,265,116,46,106,43.4,11,26,42.3,13,20,65,19,37,56,26,8,7,9,18,7
MIA,04/09/2018,MIA vs. OKC,L,239,93,40,87,46,5,22,22.7,8,14,57.1,8,35,43,21,6,4,15,24,-22
MIA,04/06/2018,MIA @ NYK,L,240,98,35,88,39.8,7,27,25.9,21,22,95.5,7,35,42,20,7,5,12,19,-24
MIA,04/04/2018,MIA @ ATL,W,240,115,42,94,44.7,17,38,44.7,14,17,82.4,10,44,54,23,9,10,11,17,29
MIA,04/03/2018,MIA vs. ATL,W,242,101,41,91,45.1,8,33,24.2,11,13,84.6,11,35,46,22,10,8,14,16,3
MIA,03/31/2018,MIA vs. BKN,L,266,109,43,95,45.3,7,17,41.2,16,21,76.2,10,41,51,19,6,6,18,22,-1
MIA,03/29/2018,MIA vs. CHI,W,239,103,37,82,45.1,7,27,25.9,22,24,91.7,7,37,44,20,7,7,17,23,11
MIA,03/27/2018,MIA vs. CLE,W,240,98,37,78,47.4,9,29,31,15,20,75,9,35,44,24,10,9,14,18,19
MIA,03/25/2018,MIA @ IND,L,265,107,41,86,47.7,14,35,40,11,14,78.6,7,32,39,32,10,3,17,20,-6
MIA,03/23/2018,MIA @ OKC,L,240,99,34,87,39.1,13,30,43.3,18,20,90,8,33,41,22,4,1,10,25,-6
MIA,03/21/2018,MIA vs. NYK,W,241,119,45,81,55.6,15,34,44.1,14,19,73.7,5,27,32,31,9,2,7,17,21
MIA,03/19/2018,MIA vs. DEN,W,289,149,56,102,54.9,20,36,55.6,17,27,63,7,39,46,36,5,11,11,26,8
MIA,03/16/2018,MIA @ LAL,W,240,92,36,94,38.3,10,36,27.8,10,14,71.4,12,31,43,23,14,6,11,18,1
MIA,03/14/2018,MIA @ SAC,L,266,119,41,99,41.4,18,43,41.9,19,21,90.5,15,38,53,26,5,2,14,23,-4
MIA,03/12/2018,MIA @ POR,L,241,99,39,91,42.9,10,31,32.3,11,16,68.8,10,36,46,24,6,4,11,24,-16
MIA,03/10/2018,MIA vs. WAS,W,240,129,52,88,59.1,10,28,35.7,15,21,71.4,5,37,42,27,9,5,10,25,27
MIA,03/08/2018,MIA vs. PHI,W,241,108,42,89,47.2,14,26,53.8,10,18,55.6,6,43,49,26,10,8,14,20,9
MIA,03/06/2018,MIA @ WAS,L,264,113,42,94,44.7,9,33,27.3,20,27,74.1,13,28,41,26,11,3,14,24,-4
MIA,03/05/2018,MIA vs. PHX,W,241,125,47,92,51.1,12,36,33.3,19,23,82.6,16,35,51,33,12,6,10,14,22
MIA,03/03/2018,MIA vs. DET,W,240,105,37,82,45.1,12,29,41.4,19,28,67.9,15,30,45,19,11,5,13,20,9
MIA,03/01/2018,MIA vs. LAL,L,242,113,46,95,48.4,9,31,29,12,16,75,14,26,40,23,6,5,11,21,-18
MIA,02/27/2018,MIA vs. PHI,W,239,102,36,82,43.9,9,27,33.3,21,28,75,11,26,37,19,12,9,15,19,1
MIA,02/24/2018,MIA vs. MEM,W,240,115,41,89,46.1,12,33,36.4,21,27,77.8,14,36,50,27,15,6,10,17,26
MIA,02/23/2018,MIA @ NOP,L,264,123,50,108,46.3,6,18,33.3,17,26,65.4,13,45,58,26,12,5,13,23,-2
MIA,02/14/2018,MIA @ PHI,L,241,102,35,77,45.5,11,27,40.7,21,29,72.4,3,26,29,23,9,5,10,21,-2
MIA,02/13/2018,MIA @ TOR,L,240,112,42,86,48.8,12,29,41.4,16,19,84.2,10,41,51,24,5,3,16,18,-3
MIA,02/09/2018,MIA vs. MIL,W,239,91,32,88,36.4,10,26,38.5,17,18,94.4,13,38,51,16,7,7,16,21,6
MIA,02/07/2018,MIA vs. HOU,L,239,101,39,88,44.3,13,32,40.6,10,12,83.3,15,26,41,23,3,3,13,17,-8
MIA,02/05/2018,MIA vs. ORL,L,240,109,40,93,43,3,23,13,26,35,74.3,17,36,53,21,5,4,12,19,-2
MIA,02/03/2018,MIA @ DET,L,240,107,44,91,48.4,14,36,38.9,5,7,71.4,7,26,33,30,13,4,11,14,-4
MIA,02/02/2018,MIA @ PHI,L,240,97,34,87,39.1,12,37,32.4,17,26,65.4,16,33,49,20,3,5,11,16,-6
MIA,01/31/2018,MIA @ CLE,L,239,89,36,83,43.4,3,28,10.7,14,25,56,6,46,52,17,8,5,19,25,-2
MIA,01/29/2018,MIA @ DAL,W,240,95,34,75,45.3,12,31,38.7,15,19,78.9,11,30,41,23,9,11,16,19,7
MIA,01/27/2018,MIA vs. CHA,W,239,95,38,85,44.7,8,26,30.8,11,18,61.1,11,40,51,25,4,5,12,24,4
MIA,01/25/2018,MIA vs. SAC,L,239,88,31,82,37.8,12,34,35.3,14,18,77.8,7,39,46,19,8,4,13,19,-1
MIA,01/22/2018,MIA @ HOU,L,241,90,39,82,47.6,7,30,23.3,5,9,55.6,9,33,42,18,7,4,16,18,-9
MIA,01/20/2018,MIA @ CHA,W,239,106,43,87,49.4,13,28,46.4,7,12,58.3,8,39,47,28,5,6,14,17,1
MIA,01/19/2018,MIA @ BKN,L,241,95,35,84,41.7,7,22,31.8,18,25,72,12,31,43,22,7,7,11,22,-6
MIA,01/17/2018,MIA @ MIL,W,241,106,38,82,46.3,10,24,41.7,20,27,74.1,10,36,46,28,4,7,15,28,5
MIA,01/15/2018,MIA @ CHI,L,240,111,40,84,47.6,12,36,33.3,19,24,79.2,4,36,40,35,5,4,14,19,-8
MIA,01/14/2018,MIA vs. MIL,W,240,97,35,76,46.1,11,29,37.9,16,20,80,3,46,49,23,8,8,13,18,18
MIA,01/10/2018,MIA @ IND,W,240,114,43,81,53.1,13,30,43.3,15,21,71.4,6,31,37,25,6,6,15,25,8
MIA,01/09/2018,MIA @ TOR,W,239,90,39,97,40.2,4,22,18.2,8,10,80,20,44,64,18,2,14,13,19,1
MIA,01/07/2018,MIA vs. UTA,W,240,103,40,83,48.2,9,29,31,14,20,70,8,29,37,21,6,6,8,16,1
MIA,01/05/2018,MIA vs. NYK,W,264,107,38,94,40.4,12,42,28.6,19,20,95,15,29,44,24,10,5,14,19,4
MIA,01/03/2018,MIA vs. DET,W,241,111,43,84,51.2,17,34,50,8,11,72.7,7,34,41,29,6,3,12,16,7
MIA,12/30/2017,MIA @ ORL,W,241,117,45,88,51.1,12,24,50,15,18,83.3,11,29,40,24,6,2,8,17,6
MIA,12/29/2017,MIA vs. BKN,L,239,87,30,89,33.7,3,26,11.5,24,31,77.4,12,31,43,12,9,3,11,18,-24
MIA,12/26/2017,MIA vs. ORL,W,241,107,41,91,45.1,11,33,33.3,14,17,82.4,16,37,53,22,11,5,15,20,18
MIA,12/23/2017,MIA vs. NOP,L,240,94,36,85,42.4,10,32,31.3,12,15,80,13,25,38,18,4,3,13,19,-15
MIA,12/22/2017,MIA vs. DAL,W,240,113,46,72,63.9,16,25,64,5,6,83.3,2,33,35,25,3,3,11,15,12
MIA,12/20/2017,MIA @ BOS,W,241,90,33,75,44,10,28,35.7,14,25,56,6,40,46,23,6,3,12,16,1
MIA,12/18/2017,MIA @ ATL,L,241,104,36,79,45.6,7,25,28,25,30,83.3,8,34,42,19,9,6,19,28,-6
MIA,12/16/2017,MIA vs. LAC,W,239,90,31,82,37.8,12,35,34.3,16,21,76.2,9,28,37,22,10,8,8,15,5
MIA,12/15/2017,MIA @ CHA,W,240,104,39,78,50,11,31,35.5,15,17,88.2,5,35,40,25,10,8,16,23,6
MIA,12/13/2017,MIA vs. POR,L,241,95,34,72,47.2,13,30,43.3,14,23,60.9,10,26,36,19,6,1,15,21,-7
MIA,12/11/2017,MIA @ MEM,W,241,107,37,66,56.1,14,27,51.9,19,24,79.2,2,33,35,24,8,8,13,22,25
MIA,12/09/2017,MIA @ BKN,W,239,101,42,90,46.7,8,27,29.6,9,14,64.3,8,36,44,15,6,8,5,17,12
MIA,12/06/2017,MIA @ SAS,L,241,105,39,72,54.2,18,34,52.9,9,12,75,6,23,29,28,7,4,18,16,-12
MIA,12/03/2017,MIA vs. GSW,L,239,95,33,81,40.7,14,37,37.8,15,17,88.2,5,23,28,17,5,4,11,15,-28
MIA,12/01/2017,MIA vs. CHA,W,242,105,39,80,48.8,14,35,40,13,21,61.9,9,30,39,25,8,4,21,24,5
MIA,11/29/2017,MIA @ NYK,L,240,86,32,84,38.1,10,38,26.3,12,20,60,9,22,31,21,13,4,15,20,-29
MIA,11/28/2017,MIA @ CLE,L,239,97,37,84,44,10,31,32.3,13,20,65,8,34,42,24,7,5,15,19,-11
MIA,11/26/2017,MIA @ CHI,W,240,100,34,75,45.3,13,32,40.6,19,23,82.6,1,44,45,19,9,5,12,14,7
MIA,11/24/2017,MIA @ MIN,W,240,109,38,80,47.5,19,39,48.7,14,16,87.5,9,33,42,29,4,4,13,24,12
MIA,11/22/2017,MIA vs. BOS,W,240,104,40,81,49.4,10,28,35.7,14,16,87.5,7,41,48,20,3,4,16,22,6
MIA,11/19/2017,MIA vs. IND,L,239,95,35,83,42.2,13,37,35.1,12,14,85.7,10,25,35,21,8,2,14,11,-25
MIA,11/17/2017,MIA @ WAS,W,240,91,34,83,41,10,35,28.6,13,18,72.2,10,42,52,21,6,7,15,19,3
MIA,11/15/2017,MIA vs. WAS,L,240,93,32,78,41,13,30,43.3,16,19,84.2,12,30,42,15,3,3,17,20,-9
MIA,11/12/2017,MIA @ DET,L,240,103,39,90,43.3,13,37,35.1,12,16,75,7,32,39,25,8,5,9,22,-9
MIA,11/10/2017,MIA @ UTA,W,240,84,30,77,39,10,25,40,14,18,77.8,7,41,48,10,9,6,19,20,10
MIA,11/08/2017,MIA @ PHX,W,239,126,43,81,53.1,12,30,40,28,35,80,11,42,53,21,5,4,14,25,11
MIA,11/06/2017,MIA @ GSW,L,238,80,30,83,36.1,8,26,30.8,12,17,70.6,7,37,44,19,10,6,20,20,-17
MIA,11/05/2017,MIA @ LAC,W,239,104,37,84,44,14,36,38.9,16,19,84.2,10,27,37,23,12,6,16,26,3
MIA,11/03/2017,MIA @ DEN,L,241,94,36,77,46.8,15,37,40.5,7,11,63.6,8,33,41,23,9,6,23,24,-1
MIA,11/01/2017,MIA vs. CHI,W,240,97,34,83,41,12,31,38.7,17,19,89.5,3,45,48,21,8,0,11,19,6
MIA,10/30/2017,MIA vs. MIN,L,265,122,49,93,52.7,7,27,25.9,17,25,68,15,35,50,17,8,5,24,28,-3
MIA,10/28/2017,MIA vs. BOS,L,240,90,34,79,43,7,31,22.6,15,16,93.8,6,34,40,17,6,9,19,23,-6
MIA,10/25/2017,MIA vs. SAS,L,239,100,37,80,46.3,9,26,34.6,17,18,94.4,4,28,32,19,6,2,9,25,-17
MIA,10/23/2017,MIA vs. ATL,W,241,104,39,85,45.9,14,37,37.8,12,18,66.7,10,31,41,21,12,6,19,19,11
MIA,10/21/2017,MIA vs. IND,W,240,112,45,87,51.7,14,34,41.2,8,14,57.1,6,39,45,24,6,11,14,19,4
MIA,10/18/2017,MIA @ ORL,L,240,109,44,101,43.6,8,30,26.7,13,17,76.5,11,33,44,27,6,4,13,20,-7
MIL,04/11/2018,MIL @ PHI,L,240,95,37,90,41.1,7,25,28,14,16,87.5,10,33,43,22,6,5,20,17,-35
MIL,04/09/2018,MIL vs. ORL,W,240,102,39,91,42.9,9,26,34.6,15,18,83.3,12,44,56,26,13,2,16,18,16
MIL,04/07/2018,MIL @ NYK,W,240,115,45,93,48.4,10,25,40,15,17,88.2,12,36,48,30,6,10,10,13,13
MIL,04/05/2018,MIL vs. BKN,L,241,111,41,93,44.1,5,20,25,24,30,80,12,29,41,21,12,2,8,19,-8
MIL,04/03/2018,MIL vs. BOS,W,241,106,43,79,54.4,5,20,25,15,21,71.4,9,32,41,27,6,5,15,23,4
MIL,04/01/2018,MIL @ DEN,L,266,125,45,100,45,12,33,36.4,23,27,85.2,11,34,45,27,9,3,9,37,-3
MIL,03/30/2018,MIL @ LAL,W,266,124,45,94,47.9,11,29,37.9,23,28,82.1,8,31,39,24,14,6,12,25,2
MIL,03/29/2018,MIL @ GSW,W,240,116,48,87,55.2,11,20,55,9,10,90,7,29,36,30,16,3,15,17,9
MIL,03/27/2018,MIL @ LAC,L,242,98,38,83,45.8,6,23,26.1,16,23,69.6,8,36,44,24,12,11,16,14,-7
MIL,03/25/2018,MIL vs. SAS,W,240,106,42,86,48.8,9,27,33.3,13,18,72.2,9,28,37,27,6,6,10,18,3
MIL,03/23/2018,MIL @ CHI,W,241,118,43,87,49.4,15,30,50,17,19,89.5,7,29,36,27,8,7,5,20,13
MIL,03/21/2018,MIL vs. LAC,L,239,120,50,91,54.9,8,26,30.8,12,17,70.6,8,25,33,33,10,5,14,20,-7
MIL,03/19/2018,MIL @ CLE,L,241,117,45,88,51.1,8,31,25.8,19,20,95,8,24,32,26,11,7,15,23,-7
MIL,03/17/2018,MIL vs. ATL,W,240,122,41,86,47.7,11,25,44,29,32,90.6,9,35,44,31,12,8,12,24,5
MIL,03/14/2018,MIL @ ORL,L,241,117,49,98,50,10,24,41.7,9,12,75,9,28,37,28,12,5,11,20,-9
MIL,03/12/2018,MIL @ MEM,W,240,121,47,81,58,12,25,48,15,22,68.2,11,36,47,33,6,5,18,22,18
MIL,03/09/2018,MIL vs. NYK,W,239,120,41,73,56.2,8,18,44.4,30,39,76.9,6,36,42,29,8,6,14,16,8
MIL,03/07/2018,MIL vs. HOU,L,240,99,38,83,45.8,9,28,32.1,14,19,73.7,6,32,38,21,9,3,13,22,-11
MIL,03/05/2018,MIL @ IND,L,240,89,34,76,44.7,7,23,30.4,14,16,87.5,8,31,39,15,8,7,16,16,-3
MIL,03/04/2018,MIL vs. PHI,W,240,118,47,95,49.5,10,23,43.5,14,22,63.6,16,22,38,27,15,4,13,24,8
MIL,03/02/2018,MIL vs. IND,L,239,96,31,81,38.3,9,25,36,25,32,78.1,14,29,43,15,9,13,15,24,-7
MIL,02/28/2018,MIL @ DET,L,241,87,28,73,38.4,8,24,33.3,23,28,82.1,6,29,35,16,7,3,13,20,-23
MIL,02/27/2018,MIL vs. WAS,L,239,104,35,77,45.5,10,26,38.5,24,28,85.7,8,32,40,20,10,9,16,20,-3
MIL,02/25/2018,MIL vs. NOP,L,264,121,44,96,45.8,7,25,28,26,29,89.7,9,35,44,21,10,3,13,19,-2
MIL,02/23/2018,MIL @ TOR,W,265,122,43,90,47.8,13,26,50,23,27,85.2,13,38,51,21,6,3,18,24,3
MIL,02/15/2018,MIL vs. DEN,L,241,123,49,92,53.3,9,26,34.6,16,22,72.7,11,29,40,27,9,5,16,20,-11
MIL,02/13/2018,MIL vs. ATL,W,240,97,38,88,43.2,8,25,32,13,17,76.5,14,34,48,23,6,10,10,18,5
MIL,02/10/2018,MIL @ ORL,W,240,111,43,82,52.4,9,25,36,16,20,80,8,33,41,28,7,4,12,16,7
MIL,02/09/2018,MIL @ MIA,L,241,85,32,76,42.1,6,20,30,15,17,88.2,2,35,37,18,9,9,17,20,-6
MIL,02/06/2018,MIL @ NYK,W,240,103,37,82,45.1,8,26,30.8,21,27,77.8,8,35,43,23,11,6,14,17,18
MIL,02/04/2018,MIL @ BKN,W,239,109,42,81,51.9,8,19,42.1,17,21,81,14,40,54,19,3,7,13,16,15
MIL,02/02/2018,MIL vs. NYK,W,239,92,33,76,43.4,7,24,29.2,19,26,73.1,4,32,36,18,10,8,11,21,2
MIL,02/01/2018,MIL @ MIN,L,242,89,32,85,37.6,6,29,20.7,19,25,76,15,28,43,19,6,1,15,21,-19
